y,m,d,t,Incremental Generation Energy (kWh),Incremental Building Demand (kWh),Incremental Insolation (kWh/M^2),Last Generation Energy (kWh),Last Insolation (kWh/M^2),Average Generation Power (kW),Average Irradiance (W/M^2),Average Ambient Temperature (C),Average Cell Temperature (C)
2012,11,10,00:00,-0.258,null,null,450290.424,null,-0.247,null,null,null
2012,11,10,01:00,-0.247,null,null,450290.177,null,-0.253,null,null,null
2012,11,10,02:00,-0.246,null,null,450289.931,null,-0.243,null,null,null
2012,11,10,03:00,-0.246,null,null,450289.685,null,-0.25,null,null,null
2012,11,10,04:00,-0.247,null,null,450289.438,null,-0.247,null,null,null
2012,11,10,05:00,-0.257,null,null,450289.181,null,-0.24,null,null,null
2012,11,10,06:00,-0.284,null,null,450288.897,null,-0.285,null,null,null
2012,11,10,07:00,9.233,null,null,450298.13,null,9.084,null,null,null
2012,11,10,08:00,31.744,null,null,450329.874,null,31.983,null,null,null
2012,11,10,09:00,52.813,null,null,450382.687,null,52.993,null,null,null
2012,11,10,10:00,64.899,null,null,450447.586,null,65.035,null,null,null
2012,11,10,11:00,70.406,null,null,450517.992,null,71.12,null,null,null
2012,11,10,12:00,43.824,null,null,450561.816,null,42.245,null,null,null
2012,11,10,13:00,50.354,null,null,450612.17,null,50.233,null,null,null
2012,11,10,14:00,33.982,null,null,450646.152,null,34.557,null,null,null
2012,11,10,15:00,23.897,null,null,450670.049,null,23.6,null,null,null
2012,11,10,16:00,7.487,null,null,450677.536,null,7.372,null,null,null
2012,11,10,17:00,0.27,null,null,450677.806,null,0.233,null,null,null
2012,11,10,18:00,-0.247,null,null,450677.559,null,-0.257,null,null,null
2012,11,10,19:00,-0.256,null,null,450677.303,null,-0.255,null,null,null
2012,11,10,20:00,-0.245,null,null,450677.058,null,-0.243,null,null,null
2012,11,10,21:00,-0.246,null,null,450676.812,null,-0.257,null,null,null
2012,11,10,22:00,-0.257,null,null,450676.555,null,-0.262,null,null,null
2012,11,10,23:00,-0.246,null,null,450676.309,null,-0.267,null,null,null
2012,11,11,00:00,-0.246,null,null,450676.063,null,-0.255,null,null,null
2012,11,11,01:00,-0.246,null,null,450675.817,null,-0.242,null,null,null
2012,11,11,02:00,-0.247,null,null,450675.57,null,-0.247,null,null,null
2012,11,11,03:00,-0.246,null,null,450675.324,null,-0.245,null,null,null
2012,11,11,04:00,-0.247,null,null,450675.077,null,-0.245,null,null,null
2012,11,11,05:00,-0.269,null,null,450674.808,null,-0.248,null,null,null
2012,11,11,06:00,-0.301,null,null,450674.507,null,-0.315,null,null,null
2012,11,11,07:00,5.806,null,null,450680.313,null,5.883,null,null,null
2012,11,11,08:00,25.218,null,null,450705.531,null,25.697,null,null,null
2012,11,11,09:00,47.809,null,null,450753.34,null,48.182,null,null,null
2012,11,11,10:00,63.467,null,null,450816.807,null,63.895,null,null,null
2012,11,11,11:00,56.903,null,null,450873.71,null,55.84,null,null,null
2012,11,11,12:00,65.71,null,null,450939.42,null,64.82,null,null,null
2012,11,11,13:00,62.418,null,null,451001.838,null,62.633,null,null,null
2012,11,11,14:00,46.257,null,null,451048.095,null,46.685,null,null,null
2012,11,11,15:00,23.935,null,null,451072.03,null,23.61,null,null,null
2012,11,11,16:00,6.378,null,null,451078.408,null,6.217,null,null,null
2012,11,11,17:00,-0.126,null,null,451078.282,null,-0.13,null,null,null
2012,11,11,18:00,-0.246,null,null,451078.036,null,-0.252,null,null,null
2012,11,11,19:00,-0.247,null,null,451077.789,null,-0.243,null,null,null
2012,11,11,20:00,-0.247,null,null,451077.542,null,-0.242,null,null,null
2012,11,11,21:00,-0.256,null,null,451077.286,null,-0.25,null,null,null
2012,11,11,22:00,-0.246,null,null,451077.04,null,-0.247,null,null,null
2012,11,11,23:00,-0.246,null,null,451076.794,null,-0.253,null,null,null
2012,11,12,00:00,-0.257,null,null,451076.537,null,-0.26,null,null,null
2012,11,12,01:00,-0.246,null,null,451076.291,null,-0.252,null,null,null
2012,11,12,02:00,-0.247,null,null,451076.044,null,-0.256,null,null,null
2012,11,12,03:00,-0.246,null,null,451075.798,null,-0.257,null,null,null
2012,11,12,04:00,-0.245,null,null,451075.553,null,-0.242,null,null,null
2012,11,12,05:00,-0.247,null,null,451075.306,null,-0.247,null,null,null
2012,11,12,06:00,-0.309,null,null,451074.997,null,-0.298,null,null,null
2012,11,12,07:00,3.705,null,null,451078.702,null,3.768,null,null,null
2012,11,12,08:00,11.919,null,null,451090.621,null,11.94,null,null,null
2012,11,12,09:00,15.832,null,null,451106.453,null,16.002,null,null,null
2012,11,12,10:00,48.431,null,null,451154.884,null,49.024,null,null,null
2012,11,12,11:00,39.955,null,null,451194.839,null,40.293,null,null,null
2012,11,12,12:00,54.135,null,null,451248.974,null,54.122,null,null,null
2012,11,12,13:00,34.32,null,null,451283.294,null,33.44,null,null,null
2012,11,12,14:00,34.541,null,null,451317.835,null,34.38,null,null,null
2012,11,12,15:00,24.129,null,null,451341.964,null,24.133,null,null,null
2012,11,12,16:00,11.034,null,null,451352.998,null,11.804,null,null,null
2012,11,12,17:00,-0.121,null,null,451352.877,null,-0.164,null,null,null
2012,11,12,18:00,-0.246,null,null,451352.631,null,-0.257,null,null,null
2012,11,12,19:00,-0.245,null,null,451352.386,null,-0.26,null,null,null
2012,11,12,20:00,-0.247,null,null,451352.139,null,-0.253,null,null,null
2012,11,12,21:00,-0.246,null,null,451351.893,null,-0.245,null,null,null
2012,11,12,22:00,-0.246,null,null,451351.647,null,-0.252,null,null,null
2012,11,12,23:00,-0.246,null,null,451351.401,null,-0.258,null,null,null
2012,11,13,00:00,-0.257,null,null,451351.144,null,-0.262,null,null,null
2012,11,13,01:00,-0.246,null,null,451350.898,null,-0.238,null,null,null
2012,11,13,02:00,-0.247,null,null,451350.651,null,-0.248,null,null,null
2012,11,13,03:00,-0.257,null,null,451350.394,null,-0.252,null,null,null
2012,11,13,04:00,-0.247,null,null,451350.147,null,-0.25,null,null,null
2012,11,13,05:00,-0.246,null,null,451349.901,null,-0.25,null,null,null
2012,11,13,06:00,-0.294,null,null,451349.607,null,-0.287,null,null,null
2012,11,13,07:00,7.58,null,null,451357.187,null,7.678,null,null,null
2012,11,13,08:00,11.46,null,null,451368.647,null,11.558,null,null,null
2012,11,13,09:00,24.329,null,null,451392.976,null,24.438,null,null,null
2012,11,13,10:00,45.429,null,null,451438.405,null,45.635,null,null,null
2012,11,13,11:00,64.225,null,null,451502.63,null,63.996,null,null,null
2012,11,13,12:00,54.264,null,null,451556.894,null,53.705,null,null,null
2012,11,13,13:00,29.625,null,null,451586.519,null,29.67,null,null,null
2012,11,13,14:00,16.987,null,null,451603.506,null,16.96,null,null,null
2012,11,13,15:00,18.665,null,null,451622.171,null,18.636,null,null,null
2012,11,13,16:00,8.328,null,null,451630.499,null,8.196,null,null,null
2012,11,13,17:00,0.297,null,null,451630.796,null,0.283,null,null,null
2012,11,13,18:00,-0.246,null,null,451630.55,null,-0.237,null,null,null
2012,11,13,19:00,-0.245,null,null,451630.305,null,-0.237,null,null,null
2012,11,13,20:00,-0.246,null,null,451630.059,null,-0.243,null,null,null
2012,11,13,21:00,-0.246,null,null,451629.813,null,-0.252,null,null,null
2012,11,13,22:00,-0.247,null,null,451629.566,null,-0.248,null,null,null
2012,11,13,23:00,-0.258,null,null,451629.308,null,-0.253,null,null,null
2012,11,14,00:00,-0.246,null,null,451629.062,null,-0.253,null,null,null
2012,11,14,01:00,-0.245,null,null,451628.817,null,-0.253,null,null,null
2012,11,14,02:00,-0.247,null,null,451628.57,null,-0.242,null,null,null
2012,11,14,03:00,-0.258,null,null,451628.312,null,-0.253,null,null,null
2012,11,14,04:00,-0.246,null,null,451628.066,null,-0.248,null,null,null
2012,11,14,05:00,-0.245,null,null,451627.821,null,-0.255,null,null,null
2012,11,14,06:00,-0.332,null,null,451627.489,null,-0.325,null,null,null
2012,11,14,07:00,1.329,null,null,451628.818,null,1.36,null,null,null
2012,11,14,08:00,6.81,null,null,451635.628,null,6.928,null,null,null
2012,11,14,09:00,11.84,null,null,451647.468,null,11.853,null,null,null
2012,11,14,10:00,36.506,null,null,451683.974,null,37.322,null,null,null
2012,11,14,11:00,45.097,null,null,451729.071,null,45.367,null,null,null
2012,11,14,12:00,29.795,null,null,451758.866,null,30.4,null,null,null
2012,11,14,13:00,36.173,null,null,451795.039,null,36.21,null,null,null
2012,11,14,14:00,29.009,null,null,451824.048,null,29.045,null,null,null
2012,11,14,15:00,14.461,null,null,451838.509,null,14.218,null,null,null
2012,11,14,16:00,6.835,null,null,451845.344,null,6.424,null,null,null
2012,11,14,17:00,0.226,null,null,451845.57,null,0.215,null,null,null
2012,11,14,18:00,-0.246,null,null,451845.324,null,-0.241,null,null,null
2012,11,14,19:00,-0.246,null,null,451845.078,null,-0.253,null,null,null
2012,11,14,20:00,-0.268,null,null,451844.81,null,-0.247,null,null,null
2012,11,14,21:00,-0.246,null,null,451844.564,null,-0.242,null,null,null
2012,11,14,22:00,-0.246,null,null,451844.318,null,-0.253,null,null,null
2012,11,14,23:00,-0.246,null,null,451844.072,null,-0.243,null,null,null
2012,11,15,00:00,-0.246,null,null,451843.826,null,-0.247,null,null,null
2012,11,15,01:00,-0.246,null,null,451843.58,null,-0.248,null,null,null
2012,11,15,02:00,-0.246,null,null,451843.334,null,-0.257,null,null,null
2012,11,15,03:00,-0.258,null,null,451843.076,null,-0.253,null,null,null
2012,11,15,04:00,-0.246,null,null,451842.83,null,-0.257,null,null,null
2012,11,15,05:00,-0.247,null,null,451842.583,null,-0.255,null,null,null
2012,11,15,06:00,-0.321,null,null,451842.262,null,-0.323,null,null,null
2012,11,15,07:00,1.025,null,null,451843.287,null,1.06,null,null,null
2012,11,15,08:00,5.778,null,null,451849.065,null,5.807,null,null,null
2012,11,15,09:00,10.197,null,null,451859.262,null,10.242,null,null,null
2012,11,15,10:00,12.629,null,null,451871.891,null,12.675,null,null,null
2012,11,15,11:00,13.384,null,null,451885.275,null,13.367,null,null,null
2012,11,15,12:00,11.763,null,null,451897.038,null,11.778,null,null,null
2012,11,15,13:00,10.307,null,null,451907.345,null,10.291,null,null,null
2012,11,15,14:00,7.218,null,null,451914.563,null,7.177,null,null,null
2012,11,15,15:00,2.755,null,null,451917.318,null,2.728,null,null,null
2012,11,15,16:00,0.993,null,null,451918.311,null,0.98,null,null,null
2012,11,15,17:00,-0.279,null,null,451918.032,null,-0.291,null,null,null
2012,11,15,18:00,-0.247,null,null,451917.785,null,-0.258,null,null,null
2012,11,15,19:00,-0.246,null,null,451917.539,null,-0.244,null,null,null
2012,11,15,20:00,-0.257,null,null,451917.282,null,-0.251,null,null,null
2012,11,15,21:00,-0.246,null,null,451917.036,null,-0.261,null,null,null
2012,11,15,22:00,-0.246,null,null,451916.79,null,-0.245,null,null,null
2012,11,15,23:00,-0.247,null,null,451916.543,null,-0.252,null,null,null
2012,11,16,00:00,-0.245,null,null,451916.298,null,-0.247,null,null,null
2012,11,16,01:00,-0.258,null,null,451916.04,null,-0.265,null,null,null
2012,11,16,02:00,-0.258,null,null,451915.782,null,-0.247,null,null,null
2012,11,16,03:00,-0.246,null,null,451915.536,null,-0.248,null,null,null
2012,11,16,04:00,-0.246,null,null,451915.29,null,-0.241,null,null,null
2012,11,16,05:00,-0.246,null,null,451915.044,null,-0.243,null,null,null
2012,11,16,06:00,-0.326,null,null,451914.718,null,-0.309,null,null,null
2012,11,16,07:00,1.297,null,null,451916.015,null,1.322,null,null,null
2012,11,16,08:00,15.279,null,null,451931.294,null,15.514,null,null,null
2012,11,16,09:00,40.146,null,null,451971.44,null,40.293,null,null,null
2012,11,16,10:00,53.247,null,null,452024.687,null,53.02,null,null,null
2012,11,16,11:00,48.581,null,null,452073.268,null,47.914,null,null,null
2012,11,16,12:00,31.275,null,null,452104.543,null,31.335,null,null,null
2012,11,16,13:00,32.04,null,null,452136.583,null,31.947,null,null,null
2012,11,16,14:00,17.307,null,null,452153.89,null,17.257,null,null,null
2012,11,16,15:00,11.347,null,null,452165.237,null,11.222,null,null,null
2012,11,16,16:00,6.077,null,null,452171.314,null,6.051,null,null,null
2012,11,16,17:00,-0.065,null,null,452171.249,null,-0.086,null,null,null
2012,11,16,18:00,-0.246,null,null,452171.003,null,-0.252,null,null,null
2012,11,16,19:00,-0.246,null,null,452170.757,null,-0.243,null,null,null
2012,11,16,20:00,-0.258,null,null,452170.499,null,-0.262,null,null,null
2012,11,16,21:00,-0.247,null,null,452170.252,null,-0.255,null,null,null
2012,11,16,22:00,-0.246,null,null,452170.006,null,-0.245,null,null,null
2012,11,16,23:00,-0.246,null,null,452169.76,null,-0.262,null,null,null
2012,11,17,00:00,-0.246,null,null,452169.514,null,-0.252,null,null,null
2012,11,17,01:00,-0.246,null,null,452169.268,null,-0.252,null,null,null
2012,11,17,02:00,-0.258,null,null,452169.01,null,-0.25,null,null,null
2012,11,17,03:00,-0.257,null,null,452168.753,null,-0.257,null,null,null
2012,11,17,04:00,-0.246,null,null,452168.507,null,-0.253,null,null,null
2012,11,17,05:00,-0.247,null,null,452168.26,null,-0.25,null,null,null
2012,11,17,06:00,-0.287,null,null,452167.973,null,-0.3,null,null,null
2012,11,17,07:00,6.679,null,null,452174.652,null,6.835,null,null,null
2012,11,17,08:00,27.854,null,null,452202.506,null,28.075,null,null,null
2012,11,17,09:00,50.291,null,null,452252.797,null,50.49,null,null,null
2012,11,17,10:00,61.421,null,null,452314.218,null,61.552,null,null,null
2012,11,17,11:00,67.889,null,null,452382.107,null,67.402,null,null,null
2012,11,17,12:00,56.266,null,null,452438.373,null,56.387,null,null,null
2012,11,17,13:00,59.616,null,null,452497.989,null,59.378,null,null,null
2012,11,17,14:00,42.199,null,null,452540.188,null,41.803,null,null,null
2012,11,17,15:00,24.177,null,null,452564.365,null,24.023,null,null,null
2012,11,17,16:00,3.684,null,null,452568.049,null,3.605,null,null,null
2012,11,17,17:00,-0.176,null,null,452567.873,null,-0.188,null,null,null
2012,11,17,18:00,-0.259,null,null,452567.614,null,-0.247,null,null,null
2012,11,17,19:00,-0.245,null,null,452567.369,null,-0.254,null,null,null
2012,11,17,20:00,-0.246,null,null,452567.123,null,-0.238,null,null,null
2012,11,17,21:00,-0.245,null,null,452566.878,null,-0.242,null,null,null
2012,11,17,22:00,-0.246,null,null,452566.632,null,-0.25,null,null,null
2012,11,17,23:00,-0.247,null,null,452566.385,null,-0.25,null,null,null
2012,11,18,00:00,-0.247,null,null,452566.138,null,-0.242,null,null,null
2012,11,18,01:00,-0.268,null,null,452565.87,null,-0.255,null,null,null
2012,11,18,02:00,-0.246,null,null,452565.624,null,-0.256,null,null,null
2012,11,18,03:00,-0.246,null,null,452565.378,null,-0.253,null,null,null
2012,11,18,04:00,-0.247,null,null,452565.131,null,-0.243,null,null,null
2012,11,18,05:00,-0.247,null,null,452564.884,null,-0.253,null,null,null
2012,11,18,06:00,-0.294,null,null,452564.59,null,-0.305,null,null,null
2012,11,18,07:00,0.158,null,null,452564.748,null,0.172,null,null,null
2012,11,18,08:00,4.416,null,null,452569.164,null,4.438,null,null,null
2012,11,18,09:00,32.434,null,null,452601.598,null,32.867,null,null,null
2012,11,18,10:00,43.902,null,null,452645.5,null,43.543,null,null,null
2012,11,18,11:00,44.792,null,null,452690.292,null,45.253,null,null,null
2012,11,18,12:00,50.664,null,null,452740.956,null,51.568,null,null,null
2012,11,18,13:00,47.183,null,null,452788.139,null,45.847,null,null,null
2012,11,18,14:00,23.936,null,null,452812.075,null,24.622,null,null,null
2012,11,18,15:00,28.114,null,null,452840.189,null,28.622,null,null,null
2012,11,18,16:00,8.931,null,null,452849.12,null,9.01,null,null,null
2012,11,18,17:00,0.185,null,null,452849.305,null,0.16,null,null,null
2012,11,18,18:00,-0.248,null,null,452849.057,null,-0.247,null,null,null
2012,11,18,19:00,-0.245,null,null,452848.812,null,-0.242,null,null,null
2012,11,18,20:00,-0.246,null,null,452848.566,null,-0.243,null,null,null
2012,11,18,21:00,-0.246,null,null,452848.32,null,-0.257,null,null,null
2012,11,18,22:00,-0.257,null,null,452848.063,null,-0.238,null,null,null
2012,11,18,23:00,-0.257,null,null,452847.806,null,-0.25,null,null,null
2012,11,19,00:00,-0.246,null,null,452847.56,null,-0.252,null,null,null
2012,11,19,01:00,-0.247,null,null,452847.313,null,-0.246,null,null,null
2012,11,19,02:00,-0.246,null,null,452847.067,null,-0.247,null,null,null
2012,11,19,03:00,-0.247,null,null,452846.82,null,-0.26,null,null,null
2012,11,19,04:00,-0.246,null,null,452846.574,null,-0.26,null,null,null
2012,11,19,05:00,-0.246,null,null,452846.328,null,-0.257,null,null,null
2012,11,19,06:00,-0.317,null,null,452846.011,null,-0.318,null,null,null
2012,11,19,07:00,0.872,null,null,452846.883,null,0.896,null,null,null
2012,11,19,08:00,4.208,null,null,452851.091,null,4.247,null,null,null
2012,11,19,09:00,7.169,null,null,452858.26,null,7.175,null,null,null
2012,11,19,10:00,11.73,null,null,452869.99,null,11.875,null,null,null
2012,11,19,11:00,15.552,null,null,452885.542,null,15.583,null,null,null
2012,11,19,12:00,13.588,null,null,452899.13,null,13.545,null,null,null
2012,11,19,13:00,9.845,null,null,452908.975,null,9.922,null,null,null
2012,11,19,14:00,6.366,null,null,452915.341,null,6.327,null,null,null
2012,11,19,15:00,2.992,null,null,452918.333,null,2.963,null,null,null
2012,11,19,16:00,0.752,null,null,452919.085,null,0.747,null,null,null
2012,11,19,17:00,-0.356,null,null,452918.729,null,-0.335,null,null,null
2012,11,19,18:00,-0.224,null,null,452918.505,null,-0.239,null,null,null
2012,11,19,19:00,-0.257,null,null,452918.248,null,-0.25,null,null,null
2012,11,19,20:00,-0.257,null,null,452917.991,null,-0.252,null,null,null
2012,11,19,21:00,-0.258,null,null,452917.733,null,-0.257,null,null,null
2012,11,19,22:00,-0.246,null,null,452917.487,null,-0.242,null,null,null
2012,11,19,23:00,-0.246,null,null,452917.241,null,-0.252,null,null,null
2012,11,20,00:00,-0.247,null,null,452916.994,null,-0.243,null,null,null
2012,11,20,01:00,-0.246,null,null,452916.748,null,-0.248,null,null,null
2012,11,20,02:00,-0.246,null,null,452916.502,null,-0.253,null,null,null
2012,11,20,03:00,-0.247,null,null,452916.255,null,-0.247,null,null,null
2012,11,20,04:00,-0.258,null,null,452915.997,null,-0.247,null,null,null
2012,11,20,05:00,-0.246,null,null,452915.751,null,-0.257,null,null,null
2012,11,20,06:00,-0.307,null,null,452915.444,null,-0.3,null,null,null
2012,11,20,07:00,6.71,null,null,452922.154,null,6.828,null,null,null
2012,11,20,08:00,26.871,null,null,452949.025,null,26.779,null,null,null
